sex,row_number,liters_drunk,age,drink,check_number,label,age_child,age_adult,age_old,session_start,start_morning,start_afternoon,start_evening
1,4.0,1,27,0,5565,1,0,1,0,7,1,0,0
1,32.0,0,29,1,4558,1,0,1,0,7,1,0,0
0,85.0,2,34,0,9174,0,0,1,0,22,0,0,1
1,51.0,0,49,0,4579,1,0,1,0,15,0,1,0
0,60.0,0,23,0,1753,1,0,1,0,8,1,0,0
0,51.0,0,74,1,1729,0,0,0,1,15,0,1,0
1,57.0,2,52,0,6556,0,0,0,1,15,0,1,0
1,35.0,4,56,0,3343,1,0,0,1,15,0,1,0
0,35.0,4,20,0,1785,0,0,1,0,6,1,0,0
1,63.0,4,37,0,9113,0,0,1,0,22,0,0,1
0,75.0,5,69,0,4291,0,0,0,1,6,1,0,0
1,31.0,2,28,1,8514,1,0,1,0,7,1,0,0
1,48.0,5,19,0,9832,0,0,1,0,14,0,1,0
1,5.0,2,22,1,3273,1,0,1,0,14,0,1,0
0,96.0,2,15,0,2587,1,1,0,0,14,0,1,0
1,16.0,5,71,0,1239,1,0,0,1,22,0,0,1
0,81.0,2,26,0,8736,1,0,1,0,21,0,0,1
0,15.0,2,45,1,2268,1,0,1,0,22,0,0,1
1,85.0,4,31,0,28,0,0,1,0,7,1,0,0
1,70.0,2,45,0,2239,1,0,1,0,23,0,0,1
0,97.0,1,14,0,4469,0,1,0,0,15,0,1,0
0,2.0,1,31,0,4219,1,0,1,0,14,0,1,0
1,90.0,4,17,0,2654,0,1,0,0,22,0,0,1
1,62.0,1,36,0,881,1,0,1,0,7,1,0,0
0,55.0,5,76,1,9715,1,0,0,1,7,1,0,0
0,1.0,1,37,0,6437,0,0,1,0,14,0,1,0
1,84.0,1,68,0,2750,0,0,0,1,15,0,1,0
1,64.0,4,78,0,3495,0,0,0,1,7,1,0,0
0,10.0,0,78,1,7101,1,0,0,1,15,0,1,0
0,22.0,4,15,0,8012,0,1,0,0,6,1,0,0
0,96.0,1,55,1,1441,0,0,0,1,15,0,1,0
0,87.0,3,19,0,2335,0,0,1,0,15,0,1,0
1,71.0,2,21,1,4427,0,0,1,0,22,0,0,1
0,31.0,3,39,1,5579,0,0,1,0,7,1,0,0
1,67.0,5,46,1,9746,1,0,1,0,21,0,0,1
0,49.0,3,70,1,6239,0,0,0,1,15,0,1,0
1,46.0,5,19,0,9740,1,0,1,0,15,0,1,0
1,93.0,1,56,1,9682,0,0,0,1,6,1,0,0
0,21.0,2,51,0,8818,0,0,0,1,15,0,1,0
0,40.0,2,51,1,7872,0,0,0,1,22,0,0,1
0,91.0,5,26,1,2691,1,0,1,0,23,0,0,1
0,5.0,0,48,1,7868,1,0,1,0,6,1,0,0
1,52.0,3,69,0,5083,1,0,0,1,14,0,1,0
0,30.0,3,25,0,2734,1,0,1,0,21,0,0,1
1,23.0,0,44,0,7000,1,0,1,0,14,0,1,0
1,24.0,2,16,0,4283,1,1,0,0,21,0,0,1
1,98.0,3,47,0,3613,1,0,1,0,14,0,1,0
0,59.0,5,34,1,5682,1,0,1,0,21,0,0,1
1,86.0,3,65,0,8845,1,0,0,1,15,0,1,0
0,21.0,3,33,0,6860,1,0,1,0,23,0,0,1
0,1.0,2,45,0,4892,1,0,1,0,23,0,0,1
0,57.0,1,55,0,4123,1,0,0,1,6,1,0,0
1,65.0,4,41,0,9661,1,0,1,0,15,0,1,0
1,31.0,2,17,0,179,0,1,0,0,15,0,1,0
0,82.0,5,56,1,9587,0,0,0,1,21,0,0,1
0,33.0,2,66,0,3230,1,0,0,1,8,1,0,0
1,77.0,2,34,1,3669,0,0,1,0,15,0,1,0
1,54.0,2,44,1,307,1,0,1,0,14,0,1,0
1,36.0,0,49,0,4667,0,0,1,0,6,1,0,0
1,37.0,2,17,0,7564,0,1,0,0,15,0,1,0
1,61.0,1,65,1,3662,1,0,0,1,15,0,1,0
1,92.0,2,13,0,7881,0,1,0,0,15,0,1,0
0,31.0,2,50,1,8878,1,0,1,0,6,1,0,0
0,87.0,3,77,0,7764,1,0,0,1,14,0,1,0
1,3.0,2,76,0,2606,1,0,0,1,15,0,1,0
1,39.0,1,10,0,1008,1,1,0,0,15,0,1,0
1,45.0,2,75,1,4943,0,0,0,1,22,0,0,1
1,100.0,5,75,1,391,0,0,0,1,14,0,1,0
0,79.0,2,26,1,1831,0,0,1,0,7,1,0,0
1,10.0,3,31,0,6264,1,0,1,0,15,0,1,0
1,92.0,2,67,1,4179,1,0,0,1,7,1,0,0
0,91.0,2,79,0,222,0,0,0,1,7,1,0,0
0,21.0,1,30,0,6394,0,0,1,0,21,0,0,1
1,92.0,4,54,1,9010,1,0,0,1,15,0,1,0
1,58.0,0,36,0,617,0,0,1,0,15,0,1,0
0,24.0,1,28,1,8318,1,0,1,0,8,1,0,0
1,48.0,5,11,0,7898,1,1,0,0,6,1,0,0
1,26.0,5,49,0,6100,0,0,1,0,8,1,0,0
1,99.0,0,42,0,8384,0,0,1,0,6,1,0,0
0,37.0,1,13,0,4381,1,1,0,0,14,0,1,0
0,86.0,0,67,1,7460,0,0,0,1,15,0,1,0
1,92.0,0,59,0,6215,0,0,0,1,14,0,1,0
1,77.0,4,79,0,9765,1,0,0,1,15,0,1,0
1,97.0,4,20,0,9223,0,0,1,0,6,1,0,0
1,84.0,2,49,1,8745,0,0,1,0,23,0,0,1
0,74.0,2,38,1,6414,1,0,1,0,14,0,1,0
1,86.0,5,53,1,8037,1,0,0,1,6,1,0,0
1,24.0,5,35,1,404,1,0,1,0,22,0,0,1
0,62.0,1,71,1,9080,1,0,0,1,21,0,0,1
1,71.0,5,10,0,5379,1,1,0,0,7,1,0,0
0,92.0,3,25,1,5702,1,0,1,0,7,1,0,0
0,55.0,1,54,1,3172,0,0,0,1,7,1,0,0
1,88.0,4,46,1,7833,1,0,1,0,15,0,1,0
1,83.0,5,37,0,9021,1,0,1,0,23,0,0,1
0,73.0,4,52,1,7214,0,0,0,1,15,0,1,0
0,39.0,2,74,0,8914,0,0,0,1,7,1,0,0
0,99.0,5,60,1,507,1,0,0,1,22,0,0,1
1,40.0,3,62,0,716,0,0,0,1,7,1,0,0
1,54.0,3,68,1,1561,1,0,0,1,21,0,0,1
0,31.0,4,33,0,7817,1,0,1,0,22,0,0,1
1,90.0,2,47,1,8950,0,0,1,0,14,0,1,0
1,33.0,2,38,0,4218,1,0,1,0,22,0,0,1
0,15.0,1,30,1,2824,1,0,1,0,14,0,1,0
1,46.0,2,23,0,717,1,0,1,0,8,1,0,0
0,65.0,0,30,0,2271,1,0,1,0,22,0,0,1
1,21.0,4,34,0,7389,1,0,1,0,8,1,0,0
1,51.0,2,40,0,5284,1,0,1,0,21,0,0,1
1,65.0,5,75,1,9845,1,0,0,1,21,0,0,1
1,11.0,3,48,1,2350,1,0,1,0,22,0,0,1
1,53.0,1,13,0,2256,1,1,0,0,14,0,1,0
0,7.0,5,10,0,5296,1,1,0,0,6,1,0,0
1,9.0,2,61,1,6743,1,0,0,1,8,1,0,0
1,32.0,2,34,0,3980,1,0,1,0,23,0,0,1
0,97.0,0,48,0,7433,0,0,1,0,14,0,1,0
1,41.0,2,45,0,2074,1,0,1,0,15,0,1,0
1,61.0,3,80,0,834,1,0,0,1,8,1,0,0
0,80.0,5,80,0,7844,0,0,0,1,14,0,1,0
0,49.0,2,70,0,927,1,0,0,1,15,0,1,0
1,92.0,0,62,1,3244,0,0,0,1,14,0,1,0
0,59.0,5,76,1,4051,1,0,0,1,15,0,1,0
0,48.0,1,42,1,9530,1,0,1,0,15,0,1,0
0,63.0,3,21,0,428,0,0,1,0,15,0,1,0
1,88.0,5,44,0,139,0,0,1,0,14,0,1,0
1,86.0,4,41,1,9912,1,0,1,0,22,0,0,1
0,67.0,2,41,1,2195,1,0,1,0,14,0,1,0
1,36.0,2,73,0,9722,0,0,0,1,14,0,1,0
1,98.0,2,71,1,2428,0,0,0,1,15,0,1,0
1,1.0,1,74,1,9116,0,0,0,1,14,0,1,0
0,36.0,4,18,0,6744,1,0,1,0,6,1,0,0
0,61.0,2,16,0,4293,1,1,0,0,7,1,0,0
0,52.0,3,22,1,532,0,0,1,0,14,0,1,0
0,51.0,4,56,1,1318,1,0,0,1,14,0,1,0
0,28.0,1,55,1,7869,1,0,0,1,21,0,0,1
0,0.0,3,29,0,7560,1,0,1,0,6,1,0,0
1,4.0,3,48,0,9805,1,0,1,0,22,0,0,1
0,100.0,2,62,1,9552,0,0,0,1,7,1,0,0
0,91.0,0,69,1,918,1,0,0,1,14,0,1,0
0,71.0,4,59,1,4244,0,0,0,1,23,0,0,1
1,1.0,5,62,1,2518,1,0,0,1,23,0,0,1
0,47.0,2,15,0,4729,0,1,0,0,15,0,1,0
0,76.0,2,22,0,6943,0,0,1,0,22,0,0,1
1,100.0,2,61,1,2788,1,0,0,1,6,1,0,0
1,55.0,4,52,0,9115,1,0,0,1,6,1,0,0
1,87.0,1,55,0,301,1,0,0,1,6,1,0,0
1,49.0,0,74,1,7654,0,0,0,1,7,1,0,0
1,85.0,2,18,0,8036,0,0,1,0,21,0,0,1
0,63.0,3,22,1,4175,1,0,1,0,15,0,1,0
1,63.0,2,59,1,2853,1,0,0,1,21,0,0,1
0,49.0,1,71,1,4775,0,0,0,1,21,0,0,1
1,35.0,2,53,0,2695,1,0,0,1,23,0,0,1
1,60.0,2,72,0,9791,1,0,0,1,14,0,1,0
1,9.0,0,33,1,6914,0,0,1,0,6,1,0,0
1,79.0,0,31,0,310,1,0,1,0,15,0,1,0
0,77.0,2,27,0,7180,0,0,1,0,6,1,0,0
0,28.0,5,38,1,4157,1,0,1,0,14,0,1,0
0,52.0,2,47,1,1272,0,0,1,0,7,1,0,0
1,7.0,5,55,1,4545,1,0,0,1,14,0,1,0
0,24.0,2,52,1,7638,0,0,0,1,22,0,0,1
1,22.0,2,56,0,4600,0,0,0,1,14,0,1,0
0,50.0,0,34,1,9211,0,0,1,0,22,0,0,1
0,23.0,1,25,0,1071,1,0,1,0,22,0,0,1
0,21.0,5,15,0,4928,1,1,0,0,8,1,0,0
0,38.0,3,19,0,7057,1,0,1,0,21,0,0,1
1,14.0,3,11,0,991,1,1,0,0,6,1,0,0
1,51.0,0,70,1,4071,1,0,0,1,6,1,0,0
1,9.0,2,31,0,6614,0,0,1,0,14,0,1,0
0,90.0,3,67,0,3611,0,0,0,1,8,1,0,0
0,64.0,2,57,0,8942,1,0,0,1,7,1,0,0
0,45.0,1,47,1,9592,0,0,1,0,7,1,0,0
1,59.0,3,55,0,7788,0,0,0,1,23,0,0,1
0,46.0,1,60,0,3215,1,0,0,1,14,0,1,0
0,15.0,0,80,1,1467,0,0,0,1,22,0,0,1
0,95.0,0,65,1,3629,0,0,0,1,21,0,0,1
0,100.0,2,58,0,8820,0,0,0,1,15,0,1,0
0,69.0,5,71,0,1425,0,0,0,1,7,1,0,0
1,36.0,1,62,0,1311,0,0,0,1,14,0,1,0
1,13.0,0,80,1,9016,0,0,0,1,6,1,0,0
1,82.0,0,37,0,6378,0,0,1,0,22,0,0,1
1,8.0,0,59,1,4435,0,0,0,1,6,1,0,0
0,68.0,2,71,1,9204,1,0,0,1,15,0,1,0
0,0.0,4,51,0,490,1,0,0,1,8,1,0,0
0,1.0,5,57,1,1403,1,0,0,1,21,0,0,1
0,35.0,1,71,0,512,1,0,0,1,15,0,1,0
1,62.0,3,25,0,1569,1,0,1,0,7,1,0,0
0,36.0,0,58,0,3166,1,0,0,1,15,0,1,0
0,8.0,2,29,1,953,1,0,1,0,7,1,0,0
0,44.0,2,28,0,8681,1,0,1,0,6,1,0,0
1,93.0,2,50,1,5288,1,0,1,0,21,0,0,1
1,98.0,0,32,1,6622,0,0,1,0,23,0,0,1
0,51.0,4,43,0,3697,1,0,1,0,6,1,0,0
0,67.0,1,15,0,1541,1,1,0,0,15,0,1,0
0,69.0,0,79,1,3537,1,0,0,1,14,0,1,0
0,40.0,5,18,0,250,1,0,1,0,7,1,0,0
0,89.0,3,48,1,5464,1,0,1,0,22,0,0,1
0,94.0,2,73,1,5650,1,0,0,1,22,0,0,1
0,6.0,3,79,1,5501,0,0,0,1,23,0,0,1
1,48.0,0,57,1,2536,1,0,0,1,15,0,1,0
1,37.0,2,63,0,6900,1,0,0,1,21,0,0,1
0,75.0,2,42,0,8766,0,0,1,0,15,0,1,0
1,29.0,2,21,0,1015,1,0,1,0,14,0,1,0
0,56.0,5,70,1,8039,0,0,0,1,15,0,1,0
1,60.0,2,59,1,1057,0,0,0,1,22,0,0,1
1,4.0,2,38,1,5863,1,0,1,0,21,0,0,1
1,74.0,1,34,1,4413,0,0,1,0,14,0,1,0
1,74.0,4,40,0,6106,0,0,1,0,6,1,0,0
1,29.0,4,63,0,6973,1,0,0,1,15,0,1,0
1,46.0,1,75,1,2422,1,0,0,1,6,1,0,0
1,39.0,1,17,0,4668,1,1,0,0,15,0,1,0
0,28.0,4,38,1,4917,1,0,1,0,22,0,0,1
0,47.0,1,45,0,9002,1,0,1,0,8,1,0,0
0,71.0,0,31,1,6492,0,0,1,0,15,0,1,0
1,40.0,0,46,0,226,1,0,1,0,7,1,0,0
0,65.0,4,49,1,5979,1,0,1,0,22,0,0,1
1,49.0,1,22,1,9284,1,0,1,0,21,0,0,1
1,52.0,3,60,1,5858,0,0,0,1,6,1,0,0
0,20.0,5,16,0,935,1,1,0,0,21,0,0,1
0,0.0,3,42,0,5476,0,0,1,0,22,0,0,1
1,4.0,1,44,1,166,1,0,1,0,15,0,1,0
0,29.0,4,55,1,770,0,0,0,1,14,0,1,0
0,20.0,5,30,1,8089,1,0,1,0,21,0,0,1
1,33.0,2,37,1,7602,0,0,1,0,21,0,0,1
1,9.0,3,54,1,8079,0,0,0,1,14,0,1,0
1,67.0,5,27,0,1800,1,0,1,0,8,1,0,0
0,60.0,0,63,1,7366,1,0,0,1,8,1,0,0
0,28.0,5,19,0,7746,0,0,1,0,6,1,0,0
0,100.0,4,68,0,7808,0,0,0,1,6,1,0,0
1,78.0,2,59,1,3643,1,0,0,1,21,0,0,1
0,1.0,4,36,1,5313,1,0,1,0,21,0,0,1
0,18.0,1,12,0,6196,1,1,0,0,7,1,0,0
0,8.0,0,66,0,3456,1,0,0,1,8,1,0,0
1,100.0,2,15,0,4727,1,1,0,0,15,0,1,0
1,14.0,0,39,1,5364,1,0,1,0,15,0,1,0
0,39.0,2,49,1,5438,1,0,1,0,15,0,1,0
0,95.0,0,48,0,9457,0,0,1,0,7,1,0,0
0,98.0,3,54,0,1705,0,0,0,1,15,0,1,0
1,36.0,4,59,1,2940,0,0,0,1,23,0,0,1
1,95.0,0,28,0,6745,0,0,1,0,8,1,0,0
1,58.0,5,49,1,1811,1,0,1,0,23,0,0,1
1,21.0,5,76,1,1364,1,0,0,1,6,1,0,0
1,100.0,3,67,1,6911,0,0,0,1,14,0,1,0
0,75.0,2,37,1,819,1,0,1,0,21,0,0,1
0,48.0,5,56,0,7390,0,0,0,1,15,0,1,0
1,40.0,3,38,0,9969,1,0,1,0,6,1,0,0
0,100.0,0,68,0,1726,1,0,0,1,7,1,0,0
1,56.0,1,21,1,2044,0,0,1,0,23,0,0,1
1,97.0,3,19,0,579,1,0,1,0,14,0,1,0
1,50.0,1,77,1,2532,0,0,0,1,22,0,0,1
1,22.0,4,35,0,4153,1,0,1,0,7,1,0,0
1,28.0,0,70,1,9503,0,0,0,1,21,0,0,1
0,93.0,5,37,0,5937,1,0,1,0,7,1,0,0
1,52.0,3,38,1,6204,1,0,1,0,8,1,0,0
0,24.0,1,26,1,8067,0,0,1,0,14,0,1,0
1,98.0,0,67,0,2124,0,0,0,1,6,1,0,0
0,99.0,2,40,0,1865,1,0,1,0,15,0,1,0
1,41.0,0,20,0,156,1,0,1,0,15,0,1,0
1,57.0,4,53,0,5107,1,0,0,1,15,0,1,0
1,71.0,5,33,1,5705,1,0,1,0,22,0,0,1
1,75.0,2,27,1,8811,0,0,1,0,7,1,0,0
1,47.0,1,36,1,3068,0,0,1,0,14,0,1,0
1,100.0,2,35,1,1528,0,0,1,0,21,0,0,1
1,42.0,3,63,0,728,1,0,0,1,7,1,0,0
1,3.0,3,35,1,305,1,0,1,0,14,0,1,0
1,25.0,2,27,0,9840,0,0,1,0,22,0,0,1
0,68.0,4,79,1,838,1,0,0,1,22,0,0,1
0,71.0,2,67,1,967,0,0,0,1,22,0,0,1
0,4.0,2,72,1,6781,0,0,0,1,21,0,0,1
1,90.0,0,64,1,4189,1,0,0,1,14,0,1,0
0,3.0,3,47,0,6126,1,0,1,0,15,0,1,0
1,100.0,4,49,0,1698,1,0,1,0,14,0,1,0
0,82.0,5,47,1,2398,1,0,1,0,6,1,0,0
0,91.0,0,28,0,2689,0,0,1,0,22,0,0,1
0,40.0,0,39,0,6033,1,0,1,0,15,0,1,0
1,1.0,3,15,0,7785,1,1,0,0,23,0,0,1
1,56.0,3,56,0,7677,0,0,0,1,6,1,0,0
0,98.0,1,80,0,8110,0,0,0,1,15,0,1,0
1,94.0,5,10,0,9863,1,1,0,0,7,1,0,0
0,26.0,5,11,0,9781,1,1,0,0,14,0,1,0
1,28.0,2,67,0,3367,0,0,0,1,22,0,0,1
0,100.0,1,18,0,1138,0,0,1,0,8,1,0,0
0,45.0,4,26,1,4078,1,0,1,0,15,0,1,0
0,99.0,5,40,1,8278,1,0,1,0,21,0,0,1
1,95.0,1,29,1,9566,1,0,1,0,23,0,0,1
1,100.0,3,15,0,319,0,1,0,0,6,1,0,0
0,0.0,5,45,1,5592,1,0,1,0,8,1,0,0
0,2.0,1,28,0,352,0,0,1,0,7,1,0,0
1,22.0,2,15,0,5319,1,1,0,0,6,1,0,0
1,60.0,2,47,1,335,0,0,1,0,15,0,1,0
1,9.0,5,46,0,5133,0,0,1,0,21,0,0,1
0,25.0,1,30,1,8603,1,0,1,0,15,0,1,0
0,1.0,0,69,1,4692,1,0,0,1,23,0,0,1
1,68.0,5,21,0,4480,1,0,1,0,15,0,1,0
1,22.0,2,72,1,147,1,0,0,1,8,1,0,0
0,28.0,4,47,1,5178,1,0,1,0,21,0,0,1
1,58.0,4,42,0,112,1,0,1,0,7,1,0,0
0,33.0,4,46,0,5632,1,0,1,0,8,1,0,0
0,53.0,3,63,1,7241,0,0,0,1,7,1,0,0
1,9.0,0,33,0,6069,1,0,1,0,6,1,0,0
0,72.0,2,64,0,1442,0,0,0,1,22,0,0,1
0,49.0,5,20,0,2449,1,0,1,0,14,0,1,0
1,36.0,2,10,0,4611,1,1,0,0,21,0,0,1
0,63.0,1,57,1,9928,1,0,0,1,15,0,1,0
1,100.0,3,20,0,9607,1,0,1,0,15,0,1,0
0,75.0,0,11,0,1808,1,1,0,0,8,1,0,0
0,44.0,4,66,0,8464,0,0,0,1,7,1,0,0
1,75.0,0,41,1,2204,1,0,1,0,6,1,0,0
1,1.0,1,53,0,1308,1,0,0,1,6,1,0,0
1,100.0,1,30,1,501,0,0,1,0,22,0,0,1
1,16.0,4,15,0,8940,0,1,0,0,14,0,1,0
0,93.0,3,40,1,1282,1,0,1,0,6,1,0,0
1,28.0,4,44,1,5688,1,0,1,0,15,0,1,0
1,60.0,2,40,1,7157,0,0,1,0,15,0,1,0
1,3.0,0,31,0,520,1,0,1,0,21,0,0,1
1,9.0,5,19,0,5304,1,0,1,0,15,0,1,0
1,100.0,2,29,0,1370,1,0,1,0,6,1,0,0
1,4.0,1,44,0,3995,1,0,1,0,22,0,0,1
1,9.0,2,67,1,6530,0,0,0,1,21,0,0,1
1,55.0,0,30,0,4599,1,0,1,0,6,1,0,0
1,77.0,1,56,1,3452,1,0,0,1,22,0,0,1
0,79.0,2,21,0,4911,1,0,1,0,22,0,0,1
1,45.0,2,45,0,7037,0,0,1,0,7,1,0,0
0,27.0,1,80,1,2316,1,0,0,1,21,0,0,1
0,91.0,1,35,0,4111,1,0,1,0,21,0,0,1
0,49.0,1,18,0,6050,1,0,1,0,23,0,0,1
1,83.0,4,13,0,8996,0,1,0,0,15,0,1,0
0,32.0,2,71,1,5614,0,0,0,1,21,0,0,1
1,29.0,4,32,1,923,1,0,1,0,14,0,1,0
0,54.0,5,57,1,5424,1,0,0,1,6,1,0,0
0,2.0,3,32,0,2258,1,0,1,0,22,0,0,1
1,96.0,2,37,1,364,1,0,1,0,15,0,1,0
1,17.0,5,33,0,7908,1,0,1,0,7,1,0,0
0,65.0,4,57,0,6544,0,0,0,1,8,1,0,0
1,1.0,2,16,0,3357,0,1,0,0,14,0,1,0
0,76.0,1,32,0,5900,1,0,1,0,15,0,1,0
0,61.0,2,26,1,9337,1,0,1,0,21,0,0,1
1,6.0,2,21,1,4807,1,0,1,0,8,1,0,0
0,19.0,2,67,1,9854,0,0,0,1,22,0,0,1
0,45.0,0,41,1,508,1,0,1,0,7,1,0,0
0,100.0,3,19,0,5534,1,0,1,0,14,0,1,0
0,72.0,4,69,1,3234,1,0,0,1,6,1,0,0
0,100.0,3,50,0,1234,0,0,1,0,8,1,0,0
0,80.0,5,16,0,4267,1,1,0,0,14,0,1,0
0,94.0,2,46,0,4653,1,0,1,0,21,0,0,1
0,72.0,1,71,1,8191,0,0,0,1,14,0,1,0
1,30.0,0,51,0,5656,0,0,0,1,15,0,1,0
1,86.0,2,56,1,9320,0,0,0,1,8,1,0,0
0,99.0,1,50,0,8327,0,0,1,0,22,0,0,1
0,99.0,2,46,1,2377,1,0,1,0,14,0,1,0
0,18.0,1,24,0,7762,1,0,1,0,8,1,0,0
1,41.0,2,32,1,3672,0,0,1,0,7,1,0,0
1,0.0,4,44,1,1943,1,0,1,0,6,1,0,0
0,88.0,3,63,0,5929,1,0,0,1,22,0,0,1
1,62.0,1,34,1,6056,1,0,1,0,7,1,0,0
0,94.0,5,48,0,3520,1,0,1,0,6,1,0,0
0,29.0,1,51,1,2741,1,0,0,1,21,0,0,1
0,31.0,2,80,1,9319,1,0,0,1,21,0,0,1
0,42.0,3,23,1,1110,1,0,1,0,22,0,0,1
0,53.0,2,36,1,3020,1,0,1,0,8,1,0,0
1,11.0,2,63,1,6463,0,0,0,1,7,1,0,0
0,71.0,5,23,0,713,1,0,1,0,21,0,0,1
1,33.0,2,61,0,3344,1,0,0,1,21,0,0,1
1,62.0,3,46,0,1933,1,0,1,0,7,1,0,0
1,100.0,5,40,1,5330,1,0,1,0,23,0,0,1
1,73.0,4,72,0,5195,1,0,0,1,14,0,1,0
1,2.0,1,15,0,8706,1,1,0,0,6,1,0,0
0,84.0,0,62,1,8667,1,0,0,1,22,0,0,1
1,83.0,2,45,1,901,0,0,1,0,22,0,0,1
0,73.0,1,50,1,4912,1,0,1,0,15,0,1,0
0,81.0,0,39,0,7399,1,0,1,0,7,1,0,0
0,100.0,2,77,1,3037,1,0,0,1,22,0,0,1
1,58.0,4,30,1,4177,1,0,1,0,21,0,0,1
0,67.0,0,58,1,9386,0,0,0,1,22,0,0,1
0,71.0,3,43,1,5511,0,0,1,0,6,1,0,0
0,0.0,1,17,0,6905,0,1,0,0,22,0,0,1
1,6.0,5,80,0,3322,1,0,0,1,6,1,0,0
0,83.0,1,29,0,9919,0,0,1,0,15,0,1,0
0,58.0,5,36,0,485,1,0,1,0,15,0,1,0
1,63.0,0,22,1,8279,1,0,1,0,21,0,0,1
1,48.0,2,71,1,8159,1,0,0,1,21,0,0,1
0,71.0,1,65,1,6791,0,0,0,1,14,0,1,0
1,40.0,3,41,1,6688,1,0,1,0,7,1,0,0
0,36.0,1,34,0,2260,0,0,1,0,7,1,0,0
1,74.0,1,11,0,5615,0,1,0,0,21,0,0,1
1,24.0,2,60,1,9326,0,0,0,1,6,1,0,0
1,24.0,0,60,1,3529,1,0,0,1,6,1,0,0
1,31.0,2,72,0,3946,1,0,0,1,7,1,0,0
1,48.0,0,73,0,5332,0,0,0,1,8,1,0,0
0,77.0,3,71,1,3700,1,0,0,1,23,0,0,1
0,26.0,2,67,1,5238,1,0,0,1,8,1,0,0
1,5.0,2,34,0,172,1,0,1,0,8,1,0,0
1,0.0,5,37,0,5527,0,0,1,0,22,0,0,1
1,35.0,4,64,0,3761,1,0,0,1,22,0,0,1
1,57.0,5,19,0,5961,1,0,1,0,6,1,0,0
1,100.0,2,63,0,5244,1,0,0,1,22,0,0,1
1,65.0,0,47,1,3578,1,0,1,0,8,1,0,0
1,47.0,5,20,0,1767,0,0,1,0,22,0,0,1
0,79.0,2,11,0,1490,1,1,0,0,6,1,0,0
1,50.0,1,43,1,5947,1,0,1,0,14,0,1,0
1,7.0,0,34,0,3184,1,0,1,0,14,0,1,0
1,12.0,1,24,1,3779,1,0,1,0,21,0,0,1
0,84.0,3,56,0,3306,1,0,0,1,8,1,0,0
1,2.0,2,29,0,798,0,0,1,0,8,1,0,0
1,95.0,0,52,0,1623,1,0,0,1,6,1,0,0
1,50.0,1,39,1,4226,1,0,1,0,7,1,0,0
1,50.0,3,72,0,6359,0,0,0,1,23,0,0,1
1,6.0,5,23,1,9794,1,0,1,0,15,0,1,0
0,60.0,4,68,0,6150,1,0,0,1,22,0,0,1
1,55.0,2,41,0,7832,1,0,1,0,21,0,0,1
1,37.0,1,31,1,1094,0,0,1,0,15,0,1,0
0,1.0,0,63,1,284,1,0,0,1,15,0,1,0
1,26.0,1,18,0,3851,1,0,1,0,22,0,0,1
1,73.0,0,45,1,308,0,0,1,0,7,1,0,0
0,7.0,1,68,1,7528,1,0,0,1,22,0,0,1
1,28.0,2,77,0,1824,1,0,0,1,22,0,0,1
0,6.0,4,67,1,755,0,0,0,1,21,0,0,1
0,55.0,1,19,0,9346,0,0,1,0,8,1,0,0
1,30.0,5,77,1,2103,0,0,0,1,21,0,0,1
0,64.0,3,37,1,3081,1,0,1,0,6,1,0,0
0,45.0,1,56,0,7992,0,0,0,1,22,0,0,1
0,89.0,3,10,0,230,1,1,0,0,23,0,0,1
0,82.0,1,10,0,3475,1,1,0,0,15,0,1,0
1,25.0,3,32,1,217,0,0,1,0,14,0,1,0
1,61.0,2,59,1,9188,0,0,0,1,7,1,0,0
0,18.0,2,56,1,7923,1,0,0,1,21,0,0,1
1,45.0,2,44,1,1125,1,0,1,0,15,0,1,0
1,44.0,1,10,0,5287,1,1,0,0,14,0,1,0
1,39.0,2,74,1,5938,0,0,0,1,21,0,0,1
1,52.0,3,53,1,5209,1,0,0,1,7,1,0,0
1,55.0,3,43,1,5789,1,0,1,0,21,0,0,1
1,26.0,2,49,0,2729,0,0,1,0,15,0,1,0
0,95.0,2,72,1,8748,0,0,0,1,22,0,0,1
0,11.0,2,65,0,43,1,0,0,1,7,1,0,0
1,85.0,4,17,0,5930,1,1,0,0,8,1,0,0
0,33.0,2,48,1,8980,0,0,1,0,8,1,0,0
0,12.0,4,54,1,6195,1,0,0,1,21,0,0,1
0,30.0,3,48,0,442,1,0,1,0,8,1,0,0
0,99.0,1,62,1,4509,0,0,0,1,6,1,0,0
1,41.0,2,28,1,6368,1,0,1,0,6,1,0,0
1,57.0,2,54,1,2874,0,0,0,1,22,0,0,1
1,65.0,0,62,0,3634,0,0,0,1,14,0,1,0
1,33.0,4,48,1,5892,1,0,1,0,8,1,0,0
1,63.0,0,55,1,6057,1,0,0,1,6,1,0,0
1,36.0,2,22,1,3406,0,0,1,0,15,0,1,0
0,78.0,2,60,0,3870,0,0,0,1,15,0,1,0
1,29.0,1,51,1,7727,0,0,0,1,7,1,0,0
1,13.0,3,29,0,4826,0,0,1,0,21,0,0,1
0,14.0,1,45,0,7406,0,0,1,0,15,0,1,0
1,86.0,0,71,1,2765,0,0,0,1,22,0,0,1
0,26.0,5,47,1,2134,1,0,1,0,22,0,0,1
1,23.0,5,24,0,6308,1,0,1,0,15,0,1,0
1,69.0,2,22,0,5088,1,0,1,0,14,0,1,0
0,43.0,0,64,1,8544,1,0,0,1,21,0,0,1
